Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
200.2518,70,,200.252,1.0625,,200.2517,12.0625,,200.2321,-36.7,,200.2518,-93,,200.2519,-43.8125,,200.2517,114.0625,,200.2517,26,,200.2518,-43.9375,,200.2519,-5.8125,,200.252,2.546875,,200.252,-1.4375,,200.2519,-71.9375,,200.2519,-71.6875,,
200.2718,72,,200.272,-0.9375,,200.2717,12.125,,200.2521,-36.7,,200.2718,-93,,200.2719,-43.9375,,200.2717,114.0,,200.2717,26,,200.2718,-45.3125,,200.2719,-5.875,,200.272,2.546875,,200.272,-1.1875,,200.2719,-72.1875,,200.2719,-71.6875,,
200.2918,71,,200.292,0.0625,,200.2916,12.1875,,200.2721,-37.800000000000004,,200.2918,-94,,200.2919,-45.0,,200.2916,114.0,,200.2916,26,,200.2918,-45.3125,,200.2919,-5.875,,200.292,2.52734375,,200.292,-1.3125,,200.2919,-73.875,,200.2919,-73.125,,
200.3117,74,,200.3119,-1.1875,,200.3115,12.25,,200.2921,-37.800000000000004,,200.3117,-94,,200.3118,-45.3125,,200.3115,114.0,,200.3115,26,,200.3117,-44.5625,,200.3118,-5.875,,200.3119,2.52734375,,200.3119,-1.1875,,200.3118,-74.4375,,200.3118,-74.5,,
200.3318,72,,200.332,-0.8125,,200.3316,12.375,,200.312,-37.2,,200.3318,-94,,200.3319,-44.75,,200.3316,114.0625,,200.3316,26,,200.3318,-44.5625,,200.3319,-5.8125,,200.332,2.53515625,,200.332,-1.1875,,200.3319,-73.5,,200.3319,-74.75,,
200.3517,73,,200.3519,-2.375,,200.3515,12.4375,,200.3321,-37.2,,200.3517,-94,,200.3518,-44.5625,,200.3515,114.0,,200.3515,26,,200.3517,-44.9375,,200.3518,-6.0625,,200.3519,2.53515625,,200.3519,-1.0,,200.3518,-73.1875,,200.3518,-72.6875,,
200.3717,73,,200.372,-2.75,,200.3716,12.5,,200.352,-37.5,,200.3717,-94,,200.3719,-44.875,,200.3716,114.0625,,200.3716,26,,200.3717,-44.9375,,200.3719,-6.25,,200.372,2.5546875,,200.372,-0.9375,,200.3719,-73.6875,,200.3719,-71.125,,
200.3916,74,,200.3918,-2.25,,200.3914,12.5625,,200.372,-37.5,,200.3916,-95,,200.3917,-44.9375,,200.3914,114.0,,200.3914,26,,200.3916,-45.625,,200.3917,-5.8125,,200.3918,2.52734375,,200.3918,-1.0,,200.3917,-73.875,,200.3917,-74.875,,
200.4116,74,,200.4119,-4.625,,200.4115,12.625,,200.3919,-38.1,,200.4116,-95,,200.4118,-45.5,,200.4115,114.0,,200.4115,26,,200.4116,-44.5625,,200.4118,-6.0,,200.4119,2.51171875,,200.4119,-0.6875,,200.4118,-74.6875,,200.4118,-74.0625,,
200.4316,74,,200.4319,-1.75,,200.4315,12.6875,,200.412,-37.2,,200.4316,-95,,200.4318,-44.875,,200.4315,114.0625,,200.4315,26,,200.4316,-43.9375,,200.4318,-5.6875,,200.4319,2.5,,200.4319,-1.0625,,200.4318,-73.6875,,200.4318,-76.25,,
200.4516,74,,200.4519,0.875,,200.4514,12.6875,,200.432,-36.7,,200.4516,-95,,200.4518,-44.125,,200.4514,114.0625,,200.4514,26,,200.4516,-43.625,,200.4518,-5.75,,200.4519,2.5,,200.4519,-1.375,,200.4518,-72.4375,,200.4518,-74.1875,,
200.4717,75,,200.472,2.0625,,200.4716,12.6875,,200.4519,-36.4,,200.4717,-95,,200.4718,-43.75,,200.4716,114.0,,200.4716,26,,200.4717,-43.625,,200.4718,-5.625,,200.472,2.5,,200.472,-1.5,,200.4718,-71.8125,,200.4718,-74.625,,
200.4916,73,,200.4919,2.8125,,200.4914,12.6875,,200.472,-36.4,,200.4916,-95,,200.4917,-43.625,,200.4914,114.0,,200.4914,26,,200.4916,-43.625,,200.4917,-5.6875,,200.4919,2.51171875,,200.4919,-1.625,,200.4917,-71.6875,,200.4917,-73.9375,,
200.5115,73,,200.5118,1.3125,,200.5114,12.625,,200.4919,-36.4,,200.5115,-95,,200.5117,-43.625,,200.5114,114.0625,,200.5114,26,,200.5115,-43.9375,,200.5117,-5.6875,,200.5118,2.5,,200.5118,-1.4375,,200.5117,-71.6875,,200.5117,-73.875,,
200.5317,72,,200.532,1.0,,200.5316,12.625,,200.5119,-36.7,,200.5317,-95,,200.5318,-43.875,,200.5316,114.0,,200.5316,26,,200.5317,-43.625,,200.5318,-5.875,,200.532,2.5,,200.532,-1.4375,,200.5318,-72.0625,,200.5318,-72.25,,
200.5516,71,,200.5519,1.8125,,200.5514,12.5625,,200.532,-36.4,,200.5516,-96,,200.5517,-43.75,,200.5514,114.0625,,200.5514,26,,200.5516,-43.625,,200.5517,-5.8125,,200.5519,2.5,,200.5519,-1.5625,,200.5517,-71.8125,,200.5517,-72.9375,,
200.5717,72,,200.5719,2.0625,,200.5716,12.5625,,200.5519,-36.4,,200.5717,-96,,200.5718,-43.625,,200.5716,114.0,,200.5716,26,,200.5717,-43.625,,200.5718,-6.0,,200.5719,2.51171875,,200.5719,-1.625,,200.5718,-71.6875,,200.5718,-71.5625,,
200.5917,72,,200.592,-1.125,,200.5916,12.5625,,200.572,-36.4,,200.5917,-96,,200.5918,-43.625,,200.5916,114.0,,200.5916,26,,200.5917,-43.9375,,200.5918,-6.125,,200.592,2.5,,200.592,-1.1875,,200.5918,-71.6875,,200.5918,-70.5625,,
200.6116,71,,200.6118,-2.25,,200.6114,12.5625,,200.592,-36.7,,200.6116,-96,,200.6117,-43.875,,200.6114,114.0,,200.6114,26,,200.6116,-43.625,,200.6117,-6.125,,200.6118,2.5,,200.6118,-1.0625,,200.6117,-72.0625,,200.6117,-70.9375,,
200.6316,71,,200.6318,-2.4375,,200.6314,12.5625,,200.6119,-36.4,,200.6316,-96,,200.6317,-43.75,,200.6314,114.0,,200.6314,26,,200.6316,-43.625,,200.6317,-6.0625,,200.6318,2.51171875,,200.6318,-1.0,,200.6317,-71.8125,,200.6317,-71.25,,
200.6517,71,,200.6519,-3.9375,,200.6516,12.5625,,200.6319,-36.4,,200.6517,-97,,200.6518,-43.625,,200.6516,114.0,,200.6516,26,,200.6517,-43.9375,,200.6518,-5.875,,200.6519,2.5,,200.6519,-0.8125,,200.6518,-71.6875,,200.6518,-71.5,,
200.6717,72,,200.6719,5.6875,,200.6715,12.5625,,200.652,-36.7,,200.6717,-97,,200.6718,-43.875,,200.6715,114.0625,,200.6715,26,,200.6717,-43.625,,200.6718,-5.75,,200.6719,2.5,,200.6719,-2.0625,,200.6718,-72.0625,,200.6718,-73.6875,,
200.6917,72,,200.6919,1.0,,200.6916,12.5625,,200.672,-36.4,,200.6917,-97,,200.6918,-43.75,,200.6916,114.0,,200.6916,26,,200.6917,-43.625,,200.6918,-5.8125,,200.6919,2.51171875,,200.6919,-1.4375,,200.6918,-71.8125,,200.6918,-73.125,,
200.7117,72,,200.7119,1.4375,,200.7116,12.5625,,200.692,-36.4,,200.7117,-97,,200.7118,-43.625,,200.7116,114.0,,200.7116,26,,200.7117,-43.9375,,200.7118,-6.0,,200.7119,2.484375,,200.7119,-1.5625,,200.7118,-71.6875,,200.7118,-71.9375,,
200.7317,70,,200.7319,0.0625,,200.7316,12.625,,200.712,-36.7,,200.7317,-98,,200.7318,-43.875,,200.7316,113.9375,,200.7316,26,,200.7317,-43.0,,200.7318,-6.0,,200.7319,2.51171875,,200.7319,-1.375,,200.7318,-72.0625,,200.7318,-71.875,,
200.7516,69,,200.7519,-0.75,,200.7515,12.625,,200.732,-35.9,,200.7516,-98,,200.7518,-43.25,,200.7515,114.0625,,200.7515,26,,200.7516,-43.9375,,200.7518,-6.25,,200.7519,2.4921875,,200.7519,-1.25,,200.7518,-71.0,,200.7518,-70.4375,,
200.7717,70,,200.7719,-1.4375,,200.7716,12.5625,,200.752,-36.7,,200.7717,-98,,200.7718,-43.75,,200.7716,114.0,,200.7716,26,,200.7717,-43.375,,200.7718,-5.9375,,200.7719,2.5,,200.7719,-0.875,,200.7718,-71.8125,,200.7718,-70.5,,
